Line	Book	Chapter	Verse	Scripture
7794	Rev 	14	12	Ὧδε ὑπομονὴ τῶν ἁγίων ἐστίν.  ὧδε οἱ τηροῦντες τὰς ἐντολὰς τοῦ θεοῦ καὶ τὴν πίστιν Ἰησοῦ 
7795	Rev 	14	13	Καὶ ἤκουσα φωνῆς ἐκ τοῦ οὐρανοῦ λεγούσης μοι, Γράψον.  Μακάριοι οἱ νεκροὶ οἱ ἐν κυρίῳ ἀποθνῄσκοντες ἀπαρτί ναί λέγει τὸ πνεῦμα ἵνα ἀναπαύσωνται ἐκ τῶν κόπων αὐτῶν τὰ δὲ ἔργα αὐτῶν ἀκολουθεῖ μετ' αὐτῶν 
7796	Rev 	14	14	Καὶ εἶδον καὶ ἰδού, νεφέλη λευκή καὶ ἐπὶ τὴν νεφέλην καθήμενος ὅμοιος υιῷ ἀνθρώπου ἔχων ἐπὶ τῆς κεφαλῆς αὐτοῦ στέφανον χρυσοῦν καὶ ἐν τῇ χειρὶ αὐτοῦ δρέπανον ὀξύ 
7797	Rev 	14	15	καὶ ἄλλος ἄγγελος ἐξῆλθεν ἐκ τοῦ ναοῦ κράζων ἐν μεγάλῃ φωνῇ τῷ καθημένῳ ἐπὶ τῆς νεφέλης, Πέμψον τὸ δρέπανόν σου καὶ θέρισον ὅτι ἦλθεν σοι ἡ ὥρα τοῦ θερίσαι ὅτι ἐξηράνθη ὁ θερισμὸς τῆς γῆς 
7798	Rev 	14	16	καὶ ἔβαλεν ὁ καθήμενος ἐπὶ τὴν νεφέλην τὸ δρέπανον αὐτοῦ ἐπὶ τὴν γῆν καὶ ἐθερίσθη ἡ γῆ 
7799	Rev 	14	17	Καὶ ἄλλος ἄγγελος ἐξῆλθεν ἐκ τοῦ ναοῦ τοῦ ἐν τῷ οὐρανῷ ἔχων καὶ αὐτὸς δρέπανον ὀξύ 
7800	Rev 	14	18	Καὶ ἄλλος ἄγγελος ἐξῆλθεν ἐκ τοῦ θυσιαστηρίου ἔχων ἐξουσίαν ἐπὶ τοῦ πυρός καὶ ἐφώνησεν κραυγῇ μεγάλῃ τῷ ἔχοντι τὸ δρέπανον τὸ ὀξὺ λέγων, Πέμψον σου τὸ δρέπανον τὸ ὀξὺ καὶ τρύγησον τοὺς βότρυας τῆς γῆς ὅτι ἤκμασαν αἱ σταφυλαὶ αὐτῆς 
7801	Rev 	14	19	καὶ ἔβαλεν ὁ ἄγγελος τὸ δρέπανον αὐτοῦ εἰς τὴν γῆν καὶ ἐτρύγησεν τὴν ἄμπελον τῆς γῆς καὶ ἔβαλεν εἰς τὴν ληνὸν τοῦ θυμοῦ τοῦ θεοῦ τὴν μέγαλην 
7802	Rev 	14	20	καὶ ἐπατήθη ἡ ληνὸς ἔξω τῆς πόλεως καὶ ἐξῆλθεν αἷμα ἐκ τῆς ληνοῦ ἄχρι τῶν χαλινῶν τῶν ἵππων ἀπὸ σταδίων χιλίων ἑξακοσίων 
7803	Rev 	15	1	Καὶ εἶδον ἄλλο σημεῖον ἐν τῷ οὐρανῷ μέγα καὶ θαυμαστόν ἀγγέλους ἑπτὰ ἔχοντας πληγὰς ἑπτὰ τὰς ἐσχάτας ὅτι ἐν αὐταῖς ἐτελέσθη ὁ θυμὸς τοῦ θεοῦ 
7804	Rev 	15	2	Καὶ εἶδον ὡς θάλασσαν ὑαλίνην μεμιγμένην πυρί καὶ τοὺς νικῶντας ἐκ τοῦ θηρίου καὶ ἐκ τῆς εἰκόνος αὐτοῦ καὶ ἐκ τοῦ χαράγματος αὐτοῦ ἐκ τοῦ ἀριθμοῦ τοῦ ὀνόματος αὐτοῦ ἑστῶτας ἐπὶ τὴν θάλασσαν τὴν ὑαλίνην ἔχοντας κιθάρας τοῦ θεοῦ 
7805	Rev 	15	3	καὶ ᾄδουσιν τὴν ᾠδὴν Μωσέως δούλου τοῦ θεοῦ καὶ τὴν ᾠδὴν τοῦ ἀρνίου λέγοντες Μεγάλα καὶ θαυμαστὰ τὰ ἔργα σου κύριε ὁ θεὸς ὁ παντοκράτωρ.  δίκαιαι καὶ ἀληθιναὶ αἱ ὁδοί σου ὁ βασιλεὺς τῶν ἁγίων 
7806	Rev 	15	4	τίς οὐ μὴ φοβηθῇ σε, κύριε καὶ δοξάσῃ τὸ ὄνομά σου ὅτι μόνος ὅσιος ὅτι πάντα τὰ ἔθνη ἥξουσιν καὶ προσκυνήσουσιν ἐνώπιόν σου ὅτι τὰ δικαιώματά σου ἐφανερώθησαν 
7807	Rev 	15	5	Καὶ μετὰ ταῦτα εἶδον καὶ ἰδού, ἠνοίγη ὁ ναὸς τῆς σκηνῆς τοῦ μαρτυρίου ἐν τῷ οὐρανῷ 
7808	Rev 	15	6	καὶ ἐξῆλθον οἱ ἑπτὰ ἄγγελοι ἔχοντες τὰς ἑπτὰ πληγὰς ἐκ τοῦ ναοῦ ἐνδεδυμένοι λίνον καθαρὸν καὶ λαμπρὸν καὶ περιεζωσμένοι περὶ τὰ στήθη ζώνας χρυσᾶς 
7809	Rev 	15	7	καὶ ἓν ἐκ τῶν τεσσάρων ζῴων ἔδωκεν τοῖς ἑπτὰ ἀγγέλοις ἑπτὰ φιάλας χρυσᾶς γεμούσας τοῦ θυμοῦ τοῦ θεοῦ τοῦ ζῶντος εἰς τοὺς αἰῶνας τῶν αἰώνων 
7810	Rev 	15	8	καὶ ἐγεμίσθη ὁ ναὸς καπνοῦ ἐκ τῆς δόξης τοῦ θεοῦ καὶ ἐκ τῆς δυνάμεως αὐτοῦ καὶ οὐδεὶς ἠδύνατο εἰσελθεῖν εἰς τὸν ναὸν ἄχρι τελεσθῶσιν αἱ ἑπτὰ πληγαὶ τῶν ἑπτὰ ἀγγέλων 
7811	Rev 	16	1	Καὶ ἤκουσα φωνῆς μεγάλης ἐκ τοῦ ναοῦ λεγούσης τοῖς ἑπτὰ ἀγγέλοις Ὑπάγετε καὶ ἐκχέατε τὰς φιάλας τοῦ θυμοῦ τοῦ θεοῦ εἰς τὴν γῆν 
7812	Rev 	16	2	Καὶ ἀπῆλθεν ὁ πρῶτος καὶ ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὴν γῆν καὶ ἐγένετο ἕλκος κακὸν καὶ πονηρὸν εἰς τοὺς ἀνθρώπους τοὺς ἔχοντας τὸ χάραγμα τοῦ θηρίου καὶ τοὺς τῇ εἰκόνι αὐτοῦ προσκυνοῦντας 
7813	Rev 	16	3	Καὶ ὁ δεύτερος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ εἰς τὴν θάλασσαν καὶ ἐγένετο αἷμα ὡς νεκροῦ καὶ πᾶσα ψυχὴ ζῶσα ἀπέθανεν ἐν τῇ θαλάσσῃ 
7814	Rev 	16	4	Καὶ ὁ τρίτος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ εἰς τοὺς ποταμοὺς καὶ εἰς τὰς πηγὰς τῶν ὑδάτων καὶ ἐγένετο αἷμα 
7815	Rev 	16	5	καὶ ἤκουσα τοῦ ἀγγέλου τῶν ὑδάτων λέγοντος Δίκαιος Κύριε, εἶ ὁ ὢν καὶ ὁ ἦν καὶ ὁ ὅσιος ὅτι ταῦτα ἔκρινας 
7816	Rev 	16	6	ὅτι αἷμα ἁγίων καὶ προφητῶν ἐξέχεαν καὶ αἷμα αὐτοῖς έδωκας πιεῖν ἄξιοί γάρ εἰσιν 
7817	Rev 	16	7	καὶ ἤκουσα ἄλλου ἐκ τοῦ θυσιαστηρίου λέγοντος Ναί κύριε ὁ θεὸς ὁ παντοκράτωρ ἀληθιναὶ καὶ δίκαιαι αἱ κρίσεις σου 
7818	Rev 	16	8	Καὶ ὁ τέταρτος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὸν ἥλιον καὶ ἐδόθη αὐτῷ καυματίσαι τοὺς ἀνθρώπους ἐν πυρί 
7819	Rev 	16	9	καὶ ἐκαυματίσθησαν οἱ ἄνθρωποι καῦμα μέγα καὶ ἐβλασφήμησαν τὸ ὄνομα τοῦ θεοῦ τοῦ ἔχοντος ἐξουσίαν ἐπὶ τὰς πληγὰς ταύτας καὶ οὐ μετενόησαν δοῦναι αὐτῷ δόξαν 
7820	Rev 	16	10	Καὶ ὁ πέμπτος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὸν θρόνον τοῦ θηρίου καὶ ἐγένετο ἡ βασιλεία αὐτοῦ ἐσκοτωμένη καὶ ἐμασσῶντο τὰς γλώσσας αὐτῶν ἐκ τοῦ πόνου 
7821	Rev 	16	11	καὶ ἐβλασφήμησαν τὸν θεὸν τοῦ οὐρανοῦ ἐκ τῶν πόνων αὐτῶν καὶ ἐκ τῶν ἑλκῶν αὐτῶν καὶ οὐ μετενόησαν ἐκ τῶν ἔργων αὐτῶν 
7822	Rev 	16	12	Καὶ ὁ ἕκτος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ ἐπὶ τὸν ποταμὸν τὸν μέγαν τὸν Εὐφράτην καὶ ἐξηράνθη τὸ ὕδωρ αὐτοῦ ἵνα ἑτοιμασθῇ ἡ ὁδὸς τῶν βασιλέων τῶν ἀπὸ ἀνατολῶν ἡλίου 
7823	Rev 	16	13	Καὶ εἶδον ἐκ τοῦ στόματος τοῦ δράκοντος καὶ ἐκ τοῦ στόματος τοῦ θηρίου καὶ ἐκ τοῦ στόματος τοῦ ψευδοπροφήτου πνεύματα τρία ἀκάθαρτα ὁμοία βατράχοις 
7824	Rev 	16	14	εἰσὶν γὰρ πνεύματα δαιμόνων ποιοῦντα σημεῖα ἐκπορεύεσθαι ἐπὶ τοὺς βασιλεῖς τῆς γῆς καὶ τῆς οἰκουμένης ὅλης συναγαγεῖν αὐτοὺς εἰς πόλεμον τῆς ἡμέρας ἐκείνης τῆς μεγάλης τοῦ θεοῦ τοῦ παντοκράτορος 
7825	Rev 	16	15	Ἰδού, ἔρχομαι ὡς κλέπτης μακάριος ὁ γρηγορῶν καὶ τηρῶν τὰ ἱμάτια αὐτοῦ ἵνα μὴ γυμνὸς περιπατῇ καὶ βλέπωσιν τὴν ἀσχημοσύνην αὐτοῦ 
7826	Rev 	16	16	καὶ συνήγαγεν αὐτοὺς εἰς τὸν τόπον τὸν καλούμενον Ἑβραϊστὶ Ἁρμαγεδδών 
7827	Rev 	16	17	Καὶ ὁ ἕβδομος ἄγγελος ἐξέχεεν τὴν φιάλην αὐτοῦ εἰς τὸν ἀέρα καὶ ἐξῆλθεν φωνὴ μεγάλη ἀπὸ τοῦ ναοῦ τοῦ οὐρανοῦ, ἀπὸ τοῦ θρόνου λέγουσα Γέγονεν 
7828	Rev 	16	18	καὶ ἐγένοντο φωναὶ καὶ βρονταί καὶ ἀστραπαὶ καὶ σεισμὸς ἐγένετο μέγας οἷος οὐκ ἐγένετο ἀφ' οὗ οἱ ἄνθρωποι ἐγένοντο ἐπὶ τῆς γῆς τηλικοῦτος σεισμὸς οὕτως μέγας 
7829	Rev 	16	19	καὶ ἐγένετο ἡ πόλις ἡ μεγάλη εἰς τρία μέρη καὶ αἱ πόλεις τῶν ἐθνῶν ἔπεσον.  καὶ Βαβυλὼν ἡ μεγάλη ἐμνήσθη ἐνώπιον τοῦ θεοῦ δοῦναι αὐτῇ τὸ ποτήριον τοῦ οἴνου τοῦ θυμοῦ τῆς ὀργῆς αὐτοῦ 
7830	Rev 	16	20	καὶ πᾶσα νῆσος ἔφυγεν καὶ ὄρη οὐχ εὑρέθησαν 
7831	Rev 	16	21	καὶ χάλαζα μεγάλη ὡς ταλαντιαία καταβαίνει ἐκ τοῦ οὐρανοῦ ἐπὶ τοὺς ἀνθρώπους καὶ ἐβλασφήμησαν οἱ ἄνθρωποι τὸν θεὸν ἐκ τῆς πληγῆς τῆς χαλάζης ὅτι μεγάλη ἐστὶν ἡ πληγὴ αὐτῆς σφόδρα 
7832	Rev 	17	1	Καὶ ἦλθεν εἷς ἐκ τῶν ἑπτὰ ἀγγέλων τῶν ἐχόντων τὰς ἑπτὰ φιάλας καὶ ἐλάλησεν μετ' ἐμοῦ λέγων μοι, Δεῦρο δείξω σοι τὸ κρίμα τῆς πόρνης τῆς μεγάλης τῆς καθημένης ἐπὶ τῶν ὑδάτων τῶν πολλῶν 
7833	Rev 	17	2	μεθ' ἡς ἐπόρνευσαν οἱ βασιλεῖς τῆς γῆς καὶ ἐμεθύσθησαν ἐκ τοῦ οἴνου τῆς πορνείας αὐτῆς οἱ κατοικοῦντες τὴν γῆν 
7834	Rev 	17	3	καὶ ἀπήνεγκέν με εἰς ἔρημον ἐν πνεύματι καὶ εἶδον γυναῖκα καθημένην ἐπὶ θηρίον κόκκινον γέμον ὀνομάτων βλασφημίας ἔχον κεφαλὰς ἑπτὰ καὶ κέρατα δέκα 
7835	Rev 	17	4	καὶ ἡ γυνὴ ἡ περιβεβλημένη πορφύρᾳ καὶ κόκκινῳ, καὶ κεχρυσωμένη χρυσῷ καὶ λίθῳ τιμίῳ καὶ μαργαρίταις ἔχουσα χρυσοῦν ποτήριον ἐν τῇ χειρὶ αὐτῆς γέμον βδελυγμάτων καὶ ἀκάθαρτητος πορνείας αὐτῆς 
7836	Rev 	17	5	καὶ ἐπὶ τὸ μέτωπον αὐτῆς ὄνομα γεγραμμένον μυστήριον Βαβυλὼν ἡ μεγάλη ἡ μήτηρ τῶν πορνῶν καὶ τῶν βδελυγμάτων τῆς γῆς 
7837	Rev 	17	6	καὶ εἶδον τὴν γυναῖκα μεθύουσαν ἐκ τοῦ αἵματος τῶν ἁγίων καὶ ἐκ τοῦ αἵματος τῶν μαρτύρων Ἰησοῦ Καὶ ἐθαύμασα ἰδὼν αὐτὴν θαῦμα μέγα 
7838	Rev 	17	7	καὶ εἶπέν μοι ὁ ἄγγελος Διὰ τί ἐθαύμασας ἐγὼ σοι ἐρῶ τὸ μυστήριον τῆς γυναικὸς καὶ τοῦ θηρίου τοῦ βαστάζοντος αὐτήν τοῦ ἔχοντος τὰς ἑπτὰ κεφαλὰς καὶ τὰ δέκα κέρατα 
7839	Rev 	17	8	θηρίον ὃ εἶδες ἦν καὶ οὐκ ἔστιν καὶ μέλλει ἀναβαίνειν ἐκ τῆς ἀβύσσου καὶ εἰς ἀπώλειαν ὑπάγειν.  καὶ θαυμάσονται οἱ κατοικοῦντες ἐπὶ τῆς γῆς ὧν οὐ γέγραπται τὰ ὀνόματα ἐπὶ τὸ βιβλίον τῆς ζωῆς ἀπὸ καταβολῆς κόσμου βλεπόντες τὸ θηρίον ὃ τι ἦν καὶ οὐκ ἔστιν καὶπερ ἔστιν 
7840	Rev 	17	9	ὧδε ὁ νοῦς ὁ ἔχων σοφίαν αἱ ἑπτὰ κεφαλαὶ ὄρη εἰσίν ἑπτὰ ὅπου ἡ γυνὴ κάθηται ἐπ' αὐτῶν 
7841	Rev 	17	10	καὶ βασιλεῖς ἑπτά εἰσιν οἱ πέντε ἔπεσαν καὶ ὁ εἷς ἔστιν ὁ ἄλλος οὔπω ἦλθεν καὶ, ὅταν ἔλθῃ ὀλίγον αὐτὸν δεῖ μεῖναι 
7842	Rev 	17	11	καὶ τὸ θηρίον ὃ ἦν καὶ οὐκ ἔστιν καὶ αὐτὸς ὄγδοός ἐστιν καὶ ἐκ τῶν ἑπτά ἐστιν καὶ εἰς ἀπώλειαν ὑπάγει 
7843	Rev 	17	12	καὶ τὰ δέκα κέρατα ἃ εἶδες δέκα βασιλεῖς εἰσιν οἵτινες βασιλείαν οὔπω ἔλαβον ἀλλ' ἐξουσίαν ὡς βασιλεῖς μίαν ὥραν λαμβάνουσιν μετὰ τοῦ θηρίου 
7844	Rev 	17	13	οὗτοι μίαν γνώμην ἔχουσιν καὶ τὴν δύναμιν καὶ τὴν ἐξουσίαν ἑαυτῶν τῷ θηρίῳ διαδιδώσουσιν 
7845	Rev 	17	14	οὗτοι μετὰ τοῦ ἀρνίου πολεμήσουσιν καὶ τὸ ἀρνίον νικήσει αὐτούς ὅτι κύριος κυρίων ἐστὶν καὶ βασιλεὺς βασιλέων καὶ οἱ μετ' αὐτοῦ κλητοὶ καὶ ἐκλεκτοὶ καὶ πιστοί 
7846	Rev 	17	15	Καὶ λέγει μοι Τὰ ὕδατα ἃ εἶδες οὗ ἡ πόρνη κάθηται λαοὶ καὶ ὄχλοι εἰσὶν καὶ ἔθνη καὶ γλῶσσαι 
7847	Rev 	17	16	καὶ τὰ δέκα κέρατα ἃ εἶδες ἐπὶ τὸ θηρίον οὗτοι μισήσουσιν τὴν πόρνην καὶ ἠρημωμένην ποιήσουσιν αὐτὴν καὶ γυμνήν καὶ τὰς σάρκας αὐτῆς φάγονται καὶ αὐτὴν κατακαύσουσιν ἐν πυρί 
7848	Rev 	17	17	ὁ γὰρ θεὸς ἔδωκεν εἰς τὰς καρδίας αὐτῶν ποιῆσαι τὴν γνώμην αὐτοῦ καὶ ποιῆσαι μίαν γνώμην καὶ δοῦναι τὴν βασιλείαν αὐτῶν τῷ θηρίῳ ἄχρι τελεσθῇ τὰ ῥήματά τοῦ θεοῦ 
7849	Rev 	17	18	καὶ ἡ γυνὴ ἣν εἶδες ἔστιν ἡ πόλις ἡ μεγάλη ἡ ἔχουσα βασιλείαν ἐπὶ τῶν βασιλέων τῆς γῆς 
7850	Rev 	18	1	καὶ Μετὰ ταῦτα εἶδον ἄγγελον καταβαίνοντα ἐκ τοῦ οὐρανοῦ ἔχοντα ἐξουσίαν μεγάλην Καὶ ἡ γῆ ἐφωτίσθη ἐκ τῆς δόξης αὐτοῦ 
7851	Rev 	18	2	καὶ ἔκραξεν ἐν ἰσχύϊ φωνῇ μεγάλη λέγων, Ἔπεσεν.  ἔπεσεν Βαβυλὼν ἡ μεγάλῃ καὶ ἐγένετο κατοικητήριον δαιμόνων καὶ φυλακὴ παντὸς πνεύματος ἀκαθάρτου καὶ φυλακὴ παντὸς ὀρνέου ἀκαθάρτου καὶ μεμισημένου 
7852	Rev 	18	3	ὅτι ἐκ τοῦ οἴνου τοῦ θυμοῦ τῆς πορνείας αὐτῆς πέπωκεν πάντα τὰ ἔθνη καὶ οἱ βασιλεῖς τῆς γῆς μετ' αὐτῆς ἐπόρνευσαν καὶ οἱ ἔμποροι τῆς γῆς ἐκ τῆς δυνάμεως τοῦ στρήνους αὐτῆς ἐπλούτησαν 
7853	Rev 	18	4	Καὶ ἤκουσα ἄλλην φωνὴν ἐκ τοῦ οὐρανοῦ λέγουσαν Ἐξέλθετε ἐξ αὐτῆς ὁ λαός μου ἵνα μὴ συγκοινωνήσητε ταῖς ἁμαρτίαις αὐτῆς καὶ ἵνα μὴ λάβητε ἐκ τῶν πληγῶν αὐτῆς 
7854	Rev 	18	5	ὅτι ἠκολούθησαν αὐτῆς αἱ ἁμαρτίαι ἄχρι τοῦ οὐρανοῦ καὶ ἐμνημόνευσεν ὁ θεὸς τὰ ἀδικήματα αὐτῆς 
7855	Rev 	18	6	ἀπόδοτε αὐτῇ ὡς καὶ αὐτὴ ἀπέδωκεν ὑμῖν, καὶ διπλώσατε αὐτῇ διπλᾶ κατὰ τὰ ἔργα αὐτῆς ἐν τῷ ποτηρίῳ ᾧ ἐκέρασεν κεράσατε αὐτῇ διπλοῦν 
7856	Rev 	18	7	ὅσα ἐδόξασεν ἑαυτὴν, καὶ ἐστρηνίασεν τοσοῦτον δότε αὐτῇ βασανισμὸν καὶ πένθος ὅτι ἐν τῇ καρδίᾳ αὐτῆς λέγει Κάθημαι βασίλισσα καὶ χήρα οὐκ εἰμί καὶ πένθος οὐ μὴ ἴδω 
7857	Rev 	18	8	διὰ τοῦτο ἐν μιᾷ ἡμέρᾳ ἥξουσιν αἱ πληγαὶ αὐτῆς θάνατος καὶ πένθος καὶ λιμός καὶ ἐν πυρὶ κατακαυθήσεται ὅτι ἰσχυρὸς κύριος ὁ θεὸς ὁ κρίνων αὐτήν 
7858	Rev 	18	9	Καὶ κλαύσονται αὐτὴν καὶ κόψονται ἐπ' αὐτῇ οἱ βασιλεῖς τῆς γῆς οἱ μετ' αὐτῆς πορνεύσαντες καὶ στρηνιάσαντες ὅταν βλέπωσιν τὸν καπνὸν τῆς πυρώσεως αὐτῆς 
7859	Rev 	18	10	ἀπὸ μακρόθεν ἑστηκότες διὰ τὸν φόβον τοῦ βασανισμοῦ αὐτῆς λέγοντες Οὐαὶ οὐαί ἡ πόλις ἡ μεγάλη Βαβυλὼν ἡ πόλις ἡ ἰσχυρά ὅτι ἐν μιᾷ ὥρᾳ ἦλθεν ἡ κρίσις σου 
7860	Rev 	18	11	Καὶ οἱ ἔμποροι τῆς γῆς κλαίουσιν καὶ πενθοῦσιν ἐπ' αὐτῇ, ὅτι τὸν γόμον αὐτῶν οὐδεὶς ἀγοράζει οὐκέτι 
7861	Rev 	18	12	γόμον χρυσοῦ καὶ ἀργύρου καὶ λίθου τιμίου καὶ μαργαρίτου καὶ βύσσου καὶ πορφύρας καὶ σηρικοῦ, καὶ κοκκίνου καὶ πᾶν ξύλον θύϊνον καὶ πᾶν σκεῦος ἐλεφάντινον καὶ πᾶν σκεῦος ἐκ ξύλου τιμιωτάτου καὶ χαλκοῦ καὶ σιδήρου καὶ μαρμάρου 
7862	Rev 	18	13	καὶ κινάμωμον καὶ θυμιάματα καὶ μύρον καὶ λίβανον καὶ οἶνον καὶ ἔλαιον καὶ σεμίδαλιν καὶ σῖτον καὶ κτήνη καὶ πρόβατα καὶ ἵππων καὶ ῥεδῶν καὶ σωμάτων καὶ ψυχὰς ἀνθρώπων 
7863	Rev 	18	14	καὶ ἡ ὀπώρα τῆς ἐπιθυμίας τῆς ψυχῆς σου ἀπῆλθεν ἀπὸ σοῦ καὶ πάντα τὰ λιπαρὰ καὶ τὰ λαμπρὰ ἀπῆλθεν ἀπὸ σοῦ καὶ οὐκέτι οὐ μὴ εὑρήσῃς αὐτὰ 
7864	Rev 	18	15	οἱ ἔμποροι τούτων οἱ πλουτήσαντες ἀπ' αὐτῆς ἀπὸ μακρόθεν στήσονται διὰ τὸν φόβον τοῦ βασανισμοῦ αὐτῆς κλαίοντες καὶ πενθοῦντες 
7865	Rev 	18	16	καὶ λέγοντες Οὐαὶ οὐαί ἡ πόλις ἡ μεγάλη ἡ περιβεβλημένη βύσσινον καὶ πορφυροῦν καὶ κόκκινον καὶ κεχρυσωμένη ἐν χρυσῷ καὶ λίθῳ τιμίῳ καὶ μαργαρίταις.  
7866	Rev 	18	17	ὅτι μιᾷ ὥρᾳ ἠρημώθη ὁ τοσοῦτος πλοῦτος Καὶ πᾶς κυβερνήτης καὶ πᾶς ἐπὶ τῶν πλοίων ὁ ὅμιλος, καὶ ναῦται καὶ ὅσοι τὴν θάλασσαν ἐργάζονται ἀπὸ μακρόθεν ἔστησαν 
7867	Rev 	18	18	καὶ ἔκραζον ὁρῶντες τὸν καπνὸν τῆς πυρώσεως αὐτῆς λέγοντες Τίς ὁμοία τῇ πόλει τῇ μεγάλῃ 
7868	Rev 	18	19	καὶ ἔβαλον χοῦν ἐπὶ τὰς κεφαλὰς αὐτῶν καὶ ἔκραζον κλαίοντες καὶ πενθοῦντες λέγοντες Οὐαὶ οὐαί ἡ πόλις ἡ μεγάλη ἐν ᾗ ἐπλούτησαν πάντες οἱ ἔχοντες πλοῖα ἐν τῇ θαλάσσῃ ἐκ τῆς τιμιότητος αὐτῆς ὅτι μιᾷ ὥρᾳ ἠρημώθη 
7869	Rev 	18	20	Εὐφραίνου ἐπ' αὐτήν οὐρανέ καὶ οἱ ἅγιοι ἀπόστολοι καὶ οἱ προφῆται ὅτι ἔκρινεν ὁ θεὸς τὸ κρίμα ὑμῶν ἐξ αὐτῆς 
7870	Rev 	18	21	Καὶ ἦρεν εἷς ἄγγελος ἰσχυρὸς λίθον ὡς μύλον μέγαν καὶ ἔβαλεν εἰς τὴν θάλασσαν λέγων, Οὕτως ὁρμήματι βληθήσεται Βαβυλὼν ἡ μεγάλη πόλις καὶ οὐ μὴ εὑρεθῇ ἔτι 
7871	Rev 	18	22	καὶ φωνὴ κιθαρῳδῶν καὶ μουσικῶν καὶ αὐλητῶν καὶ σαλπιστῶν οὐ μὴ ἀκουσθῇ ἐν σοὶ ἔτι καὶ πᾶς τεχνίτης πάσης τέχνης οὐ μὴ εὑρεθῇ ἐν σοὶ ἔτι καὶ φωνὴ μύλου οὐ μὴ ἀκουσθῇ ἐν σοὶ ἔτι 
7872	Rev 	18	23	καὶ φῶς λύχνου οὐ μὴ φάνῃ ἐν σοὶ ἔτι καὶ φωνὴ νυμφίου καὶ νύμφης οὐ μὴ ἀκουσθῇ ἐν σοὶ ἔτι.  ὅτι οἱ ἔμποροί σου ἦσαν οἱ μεγιστᾶνες τῆς γῆς ὅτι ἐν τῇ φαρμακείᾳ σου ἐπλανήθησαν πάντα τὰ ἔθνη 
7873	Rev 	18	24	καὶ ἐν αὐτῇ αἷμα προφητῶν καὶ ἁγίων εὑρέθη καὶ πάντων τῶν ἐσφαγμένων ἐπὶ τῆς γῆς 
7874	Rev 	19	1	καὶ μετὰ ταῦτα ἤκουσα φωνὴν ὄχλου πολλοῦ μεγάλην ἐν τῷ οὐρανῷ λεγόντος, Ἁλληλουϊά.  ἡ σωτηρία καὶ ἡ δόξα καὶ ἡ τιμὴ καὶ ἡ δύναμις Κυρίῳ τῷ Θεῷ ἡμῶν 
7875	Rev 	19	2	ὅτι ἀληθιναὶ καὶ δίκαιαι αἱ κρίσεις αὐτοῦ.  ὅτι ἔκρινεν τὴν πόρνην τὴν μεγάλην ἥτις ἔφθειρεν τὴν γῆν ἐν τῇ πορνείᾳ αὐτῆς καὶ ἐξεδίκησεν τὸ αἷμα τῶν δούλων αὐτοῦ ἐκ τῆς χειρὸς αὐτῆς 
7876	Rev 	19	3	καὶ δεύτερον εἴρηκαν Ἁλληλουϊά.  καὶ ὁ καπνὸς αὐτῆς ἀναβαίνει εἰς τοὺς αἰῶνας τῶν αἰώνων 
7877	Rev 	19	4	καὶ ἔπεσαν οἱ πρεσβύτεροι οἱ εἴκοσι καὶ τέσσαρες καὶ τὰ τέσσαρα ζῷα καὶ προσεκύνησαν τῷ θεῷ τῷ καθημένῳ ἐπὶ τοῦ θρόνου, λέγοντες Ἀμήν Ἁλληλουϊά 
7878	Rev 	19	5	Καὶ φωνὴ ἐκ τοῦ θρόνου ἐξῆλθεν λέγουσα Αἰνεῖτε τὸν Θεὸν ἡμῶν πάντες οἱ δοῦλοι αὐτοῦ καὶ οἱ φοβούμενοι αὐτόν καὶ οἱ μικροὶ καὶ οἱ μεγάλοι 
7879	Rev 	19	6	καὶ ἤκουσα ὡς φωνὴν ὄχλου πολλοῦ καὶ ὡς φωνὴν ὑδάτων πολλῶν καὶ ὡς φωνὴν βροντῶν ἰσχυρῶν λεγόντας, Ἁλληλουϊά ὅτι ἐβασίλευσεν κύριος ὁ θεὸς ὁ παντοκράτωρ 
7880	Rev 	19	7	χαίρωμεν καὶ ἀγαλλιῶμεθα, καὶ δῶμεν τὴν δόξαν αὐτῷ ὅτι ἦλθεν ὁ γάμος τοῦ ἀρνίου καὶ ἡ γυνὴ αὐτοῦ ἡτοίμασεν ἑαυτήν 
7881	Rev 	19	8	καὶ ἐδόθη αὐτῇ ἵνα περιβάληται βύσσινον καθαρόν.  καὶ λαμπρὸν τὸ γὰρ βύσσινον τὰ δικαιώματα ἐστίν τῶν ἁγίων 
7882	Rev 	19	9	Καὶ λέγει μοι Γράψον.  Μακάριοι οἱ εἰς τὸ δεῖπνον τοῦ γάμου τοῦ ἀρνίου κεκλημένοι καὶ λέγει μοι Οὗτοι οἱ λόγοι ἀληθινοὶ εἰσιν τοῦ θεοῦ 
